Row,Error,Row Data
33,Invalid date format for CREATE DATE at row 33: 22-07-2025 10:15:48,"{'Unnamed: 0': nan, 'No': 32, 'CREATE DATE': '22-07-2025 10:15:48', 'USERNAME': 'jojo03', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 10:16:30', 'PROCESS BY': 'zibran@xpukul69', 'AMOUNT': '1,500.00'}"
34,Invalid date format for CREATE DATE at row 34: 22-07-2025 09:00:02,"{'Unnamed: 0': nan, 'No': 33, 'CREATE DATE': '22-07-2025 09:00:02', 'USERNAME': 'pupun12', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 09:01:34', 'PROCESS BY': 'zibran@xpukul69', 'AMOUNT': '130.00'}"
35,Invalid date format for CREATE DATE at row 35: 22-07-2025 08:02:57,"{'Unnamed: 0': nan, 'No': 34, 'CREATE DATE': '22-07-2025 08:02:57', 'USERNAME': 'mafia12', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 08:03:30', 'PROCESS BY': 'zibran@xpukul69', 'AMOUNT': '400.00'}"
36,Invalid date format for CREATE DATE at row 36: 22-07-2025 04:53:07,"{'Unnamed: 0': nan, 'No': 35, 'CREATE DATE': '22-07-2025 04:53:07', 'USERNAME': 'cocok20', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 05:03:58', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '51.00'}"
37,Invalid date format for CREATE DATE at row 37: 22-07-2025 03:14:15,"{'Unnamed: 0': nan, 'No': 36, 'CREATE DATE': '22-07-2025 03:14:15', 'USERNAME': 'bojan', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 03:15:22', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '411.00'}"
38,Invalid date format for CREATE DATE at row 38: 22-07-2025 03:00:37,"{'Unnamed: 0': nan, 'No': 37, 'CREATE DATE': '22-07-2025 03:00:37', 'USERNAME': 'sandiaga12', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 03:01:36', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '152.00'}"
39,Invalid date format for CREATE DATE at row 39: 22-07-2025 02:28:13,"{'Unnamed: 0': nan, 'No': 38, 'CREATE DATE': '22-07-2025 02:28:13', 'USERNAME': 'ansory201', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 02:29:06', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '1,513.00'}"
40,Invalid date format for CREATE DATE at row 40: 22-07-2025 01:48:02,"{'Unnamed: 0': nan, 'No': 39, 'CREATE DATE': '22-07-2025 01:48:02', 'USERNAME': 'mj3jp97', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 01:48:37', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '150.00'}"
41,Invalid date format for CREATE DATE at row 41: 22-07-2025 01:34:19,"{'Unnamed: 0': nan, 'No': 40, 'CREATE DATE': '22-07-2025 01:34:19', 'USERNAME': 'tuuu12345', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 01:35:55', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '105.00'}"
42,Invalid date format for CREATE DATE at row 42: 22-07-2025 01:30:59,"{'Unnamed: 0': nan, 'No': 41, 'CREATE DATE': '22-07-2025 01:30:59', 'USERNAME': 'kades666', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 01:31:57', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '455.00'}"
43,Invalid date format for CREATE DATE at row 43: 22-07-2025 01:11:49,"{'Unnamed: 0': nan, 'No': 42, 'CREATE DATE': '22-07-2025 01:11:49', 'USERNAME': 'afiefo01', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 01:13:18', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '500.00'}"
44,Invalid date format for CREATE DATE at row 44: 22-07-2025 00:55:07,"{'Unnamed: 0': nan, 'No': 43, 'CREATE DATE': '22-07-2025 00:55:07', 'USERNAME': 'naruto00', 'EVENT': 'Withdraw', 'PROCESS DATE': '22-07-2025 00:56:44', 'PROCESS BY': 'dendi@xpukul69', 'AMOUNT': '131.00'}"
